cell_id;min_lat;min_lon;max_lat;max_lon;line;column;matrix_id
570;40,58;74,58;41,76;76,62;19;0;vertical_shift
571;40,58;76,62;41,76;78,66;19;1;vertical_shift
572;40,58;78,66;41,76;80,7;19;2;vertical_shift
573;40,58;80,7;41,76;82,74;19;3;vertical_shift
574;40,58;82,74;41,76;84,78;19;4;vertical_shift
575;40,58;84,78;41,76;86,82;19;5;vertical_shift
576;40,58;86,82;41,76;88,86;19;6;vertical_shift
577;40,58;88,86;41,76;90,9;19;7;vertical_shift
578;40,58;90,9;41,76;92,94;19;8;vertical_shift
579;40,58;92,94;41,76;94,98;19;9;vertical_shift
580;40,58;94,98;41,76;97,02;19;10;vertical_shift
581;40,58;97,02;41,76;99,06;19;11;vertical_shift
582;40,58;99,06;41,76;101,1;19;12;vertical_shift
583;40,58;101,1;41,76;103,14;19;13;vertical_shift
584;40,58;103,14;41,76;105,18;19;14;vertical_shift
585;40,58;105,18;41,76;107,22;19;15;vertical_shift
586;40,58;107,22;41,76;109,26;19;16;vertical_shift
587;40,58;109,26;41,76;111,3;19;17;vertical_shift
588;40,58;111,3;41,76;113,34;19;18;vertical_shift
589;40,58;113,34;41,76;115,38;19;19;vertical_shift
590;40,58;115,38;41,76;117,42;19;20;vertical_shift
591;40,58;117,42;41,76;119,46;19;21;vertical_shift
592;40,58;119,46;41,76;121,5;19;22;vertical_shift
593;40,58;121,5;41,76;123,54;19;23;vertical_shift
594;40,58;123,54;41,76;125,58;19;24;vertical_shift
595;40,58;125,58;41,76;127,62;19;25;vertical_shift
596;40,58;127,62;41,76;129,66;19;26;vertical_shift
602;41,76;78,66;42,94;80,7;20;2;vertical_shift
603;41,76;80,7;42,94;82,74;20;3;vertical_shift
604;41,76;82,74;42,94;84,78;20;4;vertical_shift
605;41,76;84,78;42,94;86,82;20;5;vertical_shift
606;41,76;86,82;42,94;88,86;20;6;vertical_shift
607;41,76;88,86;42,94;90,9;20;7;vertical_shift
608;41,76;90,9;42,94;92,94;20;8;vertical_shift
609;41,76;92,94;42,94;94,98;20;9;vertical_shift
610;41,76;94,98;42,94;97,02;20;10;vertical_shift
611;41,76;97,02;42,94;99,06;20;11;vertical_shift
612;41,76;99,06;42,94;101,1;20;12;vertical_shift
613;41,76;101,1;42,94;103,14;20;13;vertical_shift
614;41,76;103,14;42,94;105,18;20;14;vertical_shift
615;41,76;105,18;42,94;107,22;20;15;vertical_shift
616;41,76;107,22;42,94;109,26;20;16;vertical_shift
617;41,76;109,26;42,94;111,3;20;17;vertical_shift
618;41,76;111,3;42,94;113,34;20;18;vertical_shift
619;41,76;113,34;42,94;115,38;20;19;vertical_shift
620;41,76;115,38;42,94;117,42;20;20;vertical_shift
621;41,76;117,42;42,94;119,46;20;21;vertical_shift
622;41,76;119,46;42,94;121,5;20;22;vertical_shift
623;41,76;121,5;42,94;123,54;20;23;vertical_shift
624;41,76;123,54;42,94;125,58;20;24;vertical_shift
625;41,76;125,58;42,94;127,62;20;25;vertical_shift
626;41,76;127,62;42,94;129,66;20;26;vertical_shift
627;41,76;129,66;42,94;131,7;20;27;vertical_shift
628;41,76;131,7;42,94;133,74;20;28;vertical_shift
633;42,94;80,7;44,12;82,74;21;3;vertical_shift
634;42,94;82,74;44,12;84,78;21;4;vertical_shift
635;42,94;84,78;44,12;86,82;21;5;vertical_shift
636;42,94;86,82;44,12;88,86;21;6;vertical_shift
637;42,94;88,86;44,12;90,9;21;7;vertical_shift
638;42,94;90,9;44,12;92,94;21;8;vertical_shift
639;42,94;92,94;44,12;94,98;21;9;vertical_shift
640;42,94;94,98;44,12;97,02;21;10;vertical_shift
641;42,94;97,02;44,12;99,06;21;11;vertical_shift
648;42,94;111,3;44,12;113,34;21;18;vertical_shift
649;42,94;113,34;44,12;115,38;21;19;vertical_shift
650;42,94;115,38;44,12;117,42;21;20;vertical_shift
651;42,94;117,42;44,12;119,46;21;21;vertical_shift
652;42,94;119,46;44,12;121,5;21;22;vertical_shift
653;42,94;121,5;44,12;123,54;21;23;vertical_shift
654;42,94;123,54;44,12;125,58;21;24;vertical_shift
655;42,94;125,58;44,12;127,62;21;25;vertical_shift
656;42,94;127,62;44,12;129,66;21;26;vertical_shift
657;42,94;129,66;44,12;131,7;21;27;vertical_shift
658;42,94;131,7;44,12;133,74;21;28;vertical_shift
663;44,12;80,7;45,3;82,74;22;3;vertical_shift
664;44,12;82,74;45,3;84,78;22;4;vertical_shift
665;44,12;84,78;45,3;86,82;22;5;vertical_shift
666;44,12;86,82;45,3;88,86;22;6;vertical_shift
667;44,12;88,86;45,3;90,9;22;7;vertical_shift
668;44,12;90,9;45,3;92,94;22;8;vertical_shift
669;44,12;92,94;45,3;94,98;22;9;vertical_shift
670;44,12;94,98;45,3;97,02;22;10;vertical_shift
678;44,12;111,3;45,3;113,34;22;18;vertical_shift
679;44,12;113,34;45,3;115,38;22;19;vertical_shift
680;44,12;115,38;45,3;117,42;22;20;vertical_shift
681;44,12;117,42;45,3;119,46;22;21;vertical_shift
682;44,12;119,46;45,3;121,5;22;22;vertical_shift
683;44,12;121,5;45,3;123,54;22;23;vertical_shift
684;44,12;123,54;45,3;125,58;22;24;vertical_shift
685;44,12;125,58;45,3;127,62;22;25;vertical_shift
686;44,12;127,62;45,3;129,66;22;26;vertical_shift
687;44,12;129,66;45,3;131,7;22;27;vertical_shift
688;44,12;131,7;45,3;133,74;22;28;vertical_shift
689;44,12;133,74;45,3;135,78;22;29;vertical_shift
693;45,3;80,7;46,48;82,74;23;3;vertical_shift
694;45,3;82,74;46,48;84,78;23;4;vertical_shift
695;45,3;84,78;46,48;86,82;23;5;vertical_shift
696;45,3;86,82;46,48;88,86;23;6;vertical_shift
697;45,3;88,86;46,48;90,9;23;7;vertical_shift
698;45,3;90,9;46,48;92,94;23;8;vertical_shift
710;45,3;115,38;46,48;117,42;23;20;vertical_shift
711;45,3;117,42;46,48;119,46;23;21;vertical_shift
712;45,3;119,46;46,48;121,5;23;22;vertical_shift
713;45,3;121,5;46,48;123,54;23;23;vertical_shift
714;45,3;123,54;46,48;125,58;23;24;vertical_shift
715;45,3;125,58;46,48;127,62;23;25;vertical_shift
716;45,3;127,62;46,48;129,66;23;26;vertical_shift
717;45,3;129,66;46,48;131,7;23;27;vertical_shift
718;45,3;131,7;46,48;133,74;23;28;vertical_shift
719;45,3;133,74;46,48;135,78;23;29;vertical_shift
724;46,48;82,74;47,66;84,78;24;4;vertical_shift
725;46,48;84,78;47,66;86,82;24;5;vertical_shift
726;46,48;86,82;47,66;88,86;24;6;vertical_shift
727;46,48;88,86;47,66;90,9;24;7;vertical_shift
728;46,48;90,9;47,66;92,94;24;8;vertical_shift
741;46,48;117,42;47,66;119,46;24;21;vertical_shift
742;46,48;119,46;47,66;121,5;24;22;vertical_shift
743;46,48;121,5;47,66;123,54;24;23;vertical_shift
744;46,48;123,54;47,66;125,58;24;24;vertical_shift
745;46,48;125,58;47,66;127,62;24;25;vertical_shift
746;46,48;127,62;47,66;129,66;24;26;vertical_shift
747;46,48;129,66;47,66;131,7;24;27;vertical_shift
748;46,48;131,7;47,66;133,74;24;28;vertical_shift
